date,returns_austria,returns_belgium,returns_finland,returns_france,returns_germany,returns_greece,returns_ireland,returns_italy,returns_netherlands,returns_portugal,returns_spain,returns_sweden,returns_switzerland,returns_uk,,EUI
29/05/2020,-1.64%,-2.44%,-1.01%,-1.60%,-1.66%,-4.15%,-0.76%,-0.84%,-1.13%,-1.15%,-1.78%,-0.99%,-0.88%,-2.31%,,282
30/05/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,282
31/05/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,-0.05%,-0.15%,,282
01/06/2020,0.00%,2.01%,1.04%,1.42%,0.00%,0.00%,1.77%,1.78%,1.30%,2.17%,1.74%,1.68%,-0.12%,2.52%,,248
02/06/2020,3.37%,1.59%,0.87%,2.00%,3.68%,2.60%,0.81%,2.38%,1.21%,2.92%,2.55%,1.05%,0.62%,1.08%,,248
03/06/2020,2.47%,3.17%,1.05%,3.31%,3.80%,0.14%,2.97%,3.48%,2.74%,1.72%,2.90%,2.48%,1.88%,2.08%,,248
04/06/2020,0.94%,0.66%,0.04%,-0.21%,-0.46%,4.32%,0.24%,-0.04%,-0.39%,-0.33%,-0.78%,-0.45%,-1.36%,-1.26%,,248
05/06/2020,3.94%,2.58%,1.45%,3.64%,3.30%,-4.46%,1.90%,2.78%,2.42%,-0.26%,3.96%,2.29%,0.87%,3.08%,,248
06/06/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.97%,0.00%,0.00%,,248
07/06/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.10%,-0.17%,0.22%,,248
08/06/2020,1.11%,-0.14%,-0.22%,-0.43%,-0.22%,2.53%,-1.03%,0.21%,-1.16%,-0.24%,0.30%,-1.06%,0.13%,0.02%,,248
09/06/2020,-2.48%,-1.36%,-0.96%,-1.57%,-1.59%,0.00%,-2.59%,-1.50%,-0.79%,-1.64%,-1.84%,-1.71%,0.76%,-2.56%,,248
10/06/2020,-2.66%,-1.29%,-0.99%,-0.82%,-0.70%,-2.82%,-0.42%,-0.87%,-0.44%,-0.89%,-1.15%,-0.42%,0.11%,-0.40%,,248
11/06/2020,-4.99%,-5.09%,-4.26%,-4.82%,-4.57%,-2.31%,-4.29%,-4.93%,-3.46%,-2.88%,-5.17%,-5.85%,-2.56%,-4.48%,,248
12/06/2020,1.62%,0.76%,0.64%,0.49%,-0.18%,-2.82%,0.58%,0.43%,0.90%,0.09%,0.20%,0.31%,-0.89%,0.50%,,248
13/06/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,248
14/06/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,0.13%,-0.21%,,248
15/06/2020,-1.02%,1.29%,-0.42%,-0.49%,-0.32%,-1.06%,0.40%,0.43%,-0.60%,-0.76%,-0.46%,0.56%,-0.04%,-0.40%,,248
16/06/2020,2.88%,3.19%,2.95%,2.80%,3.34%,-0.15%,2.81%,3.40%,3.28%,2.41%,3.20%,2.94%,2.34%,3.11%,,248
17/06/2020,-0.43%,-0.20%,-0.55%,0.87%,0.54%,4.03%,0.68%,-0.20%,1.15%,0.41%,-0.22%,0.90%,2.13%,0.11%,,248
18/06/2020,-0.61%,-0.79%,-0.18%,-0.75%,-0.82%,-1.32%,0.93%,-0.51%,-0.69%,-0.50%,-1.19%,-1.17%,-0.18%,-1.17%,,248
19/06/2020,-0.34%,-1.10%,0.00%,0.42%,0.40%,-3.16%,-0.02%,0.68%,0.92%,0.74%,0.32%,-0.34%,1.01%,0.73%,,248
20/06/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.00%,0.00%,,248
21/06/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.06%,-0.01%,0.01%,,248
22/06/2020,-1.70%,0.20%,-0.99%,-0.62%,-0.55%,-1.54%,-0.64%,-0.72%,-0.49%,-1.06%,-0.93%,-0.26%,-1.46%,-0.44%,,248
23/06/2020,1.33%,1.48%,1.35%,1.38%,2.10%,2.00%,0.69%,1.85%,1.60%,0.80%,1.25%,1.88%,0.89%,1.10%,,248
24/06/2020,-3.65%,-3.93%,-1.76%,-2.96%,-3.49%,0.00%,-2.92%,-3.48%,-2.98%,-1.76%,-3.32%,-2.83%,-2.05%,-3.51%,,248
25/06/2020,1.01%,1.67%,0.27%,0.96%,0.69%,-0.46%,-0.39%,0.38%,0.55%,0.04%,1.03%,1.96%,0.94%,0.75%,,248
26/06/2020,-0.77%,-1.58%,-0.12%,-0.18%,-0.73%,-1.23%,-0.11%,-0.58%,-0.11%,-0.33%,-1.27%,-0.32%,-0.44%,-0.53%,,248
27/06/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,248
28/06/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,-0.05%,0.03%,,248
29/06/2020,0.69%,0.66%,0.53%,0.73%,1.17%,-1.56%,1.01%,1.67%,0.06%,0.76%,1.38%,0.73%,-0.33%,0.60%,,248
30/06/2020,-0.05%,0.05%,-0.52%,-0.19%,0.64%,-0.95%,-0.94%,-0.37%,-0.08%,-0.06%,-0.64%,-0.29%,0.38%,-0.17%,,248
01/07/2020,0.33%,0.12%,0.42%,-0.18%,-0.41%,-1.28%,0.30%,-0.23%,0.52%,-0.89%,-0.06%,0.65%,0.41%,0.28%,,249
02/07/2020,1.51%,2.09%,1.24%,2.45%,2.80%,4.86%,1.75%,2.84%,1.43%,1.77%,3.68%,1.70%,1.11%,1.47%,,249
03/07/2020,-0.68%,-0.27%,-0.43%,-0.84%,-0.64%,-2.64%,-1.11%,-0.81%,-0.37%,-0.54%,-1.28%,-0.52%,-0.68%,-1.35%,,249
04/07/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,249
05/07/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.09%,0.06%,-0.03%,,249
06/07/2020,3.04%,2.33%,1.97%,1.47%,1.63%,2.02%,1.62%,1.53%,1.72%,0.05%,2.04%,2.41%,1.00%,1.67%,,249
07/07/2020,-1.10%,-0.30%,-1.21%,-0.75%,-0.92%,-1.87%,0.21%,-0.09%,-0.52%,1.01%,-1.45%,-0.49%,-0.18%,-0.83%,,249
08/07/2020,-1.22%,-1.28%,-1.01%,-1.25%,-0.97%,-2.38%,-1.69%,-0.57%,-0.58%,0.54%,-1.64%,-0.07%,-0.40%,-0.53%,,249
09/07/2020,-1.02%,-0.74%,-1.21%,-1.21%,-0.04%,-0.65%,-1.10%,-2.00%,-0.84%,-1.04%,-1.23%,-1.11%,-0.12%,-1.37%,,249
10/07/2020,0.52%,1.42%,0.62%,1.00%,1.15%,0.97%,1.34%,1.33%,0.55%,0.77%,1.16%,1.11%,0.66%,0.77%,,249
11/07/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,-0.01%,0.00%,,249
12/07/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,-0.02%,-0.04%,,249
13/07/2020,1.04%,1.05%,2.22%,1.71%,1.31%,0.32%,0.68%,1.18%,1.45%,0.18%,1.43%,1.58%,0.24%,0.40%,,249
14/07/2020,0.21%,-0.59%,0.62%,-0.97%,-0.80%,-1.94%,-0.08%,-0.62%,-1.10%,-0.51%,-1.01%,0.31%,-0.72%,-0.38%,,249
15/07/2020,1.11%,1.24%,0.16%,2.01%,1.82%,-0.98%,2.82%,2.00%,0.88%,-0.68%,1.83%,1.81%,1.40%,1.93%,,249
16/07/2020,-0.39%,-0.04%,-0.09%,-0.46%,-0.43%,0.98%,-0.04%,0.37%,-0.63%,1.09%,-0.17%,-0.65%,-0.15%,-0.68%,,249
17/07/2020,-0.43%,-0.23%,0.29%,-0.31%,0.35%,-0.33%,-0.65%,0.31%,-0.02%,0.26%,-0.46%,0.93%,0.11%,0.33%,,249
18/07/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.31%,0.03%,0.00%,,249
19/07/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.24%,-0.10%,-0.07%,,249
20/07/2020,-0.07%,1.02%,0.98%,0.47%,0.98%,2.10%,0.71%,0.98%,0.93%,1.19%,0.50%,1.20%,0.46%,0.13%,,249
21/07/2020,1.16%,0.74%,0.28%,0.22%,0.95%,0.00%,0.60%,0.49%,0.37%,0.27%,0.22%,0.06%,-0.30%,0.01%,,249
22/07/2020,-0.61%,-1.46%,0.46%,-1.32%,-0.51%,-2.92%,-0.61%,-0.60%,-1.45%,-0.80%,-1.40%,-0.08%,-0.03%,-1.29%,,249
23/07/2020,-1.18%,-0.27%,1.55%,-0.07%,-0.01%,0.16%,0.12%,-0.71%,0.66%,0.64%,-0.07%,0.01%,-0.31%,-0.18%,,249
24/07/2020,-1.74%,-1.63%,-0.75%,-1.55%,-2.05%,1.14%,-1.29%,-1.87%,-2.23%,-1.03%,-1.23%,-1.99%,-1.67%,-1.44%,,249
25/07/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,,249
26/07/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.04%,-0.01%,0.03%,,249
27/07/2020,-0.44%,-0.82%,-0.78%,-0.34%,0.00%,-1.80%,-0.61%,-0.27%,0.07%,-0.89%,-1.72%,0.90%,-0.25%,-0.56%,,249
28/07/2020,-0.76%,0.85%,-0.48%,-0.22%,-0.03%,8.87%,1.13%,-0.59%,0.35%,-1.02%,1.05%,-0.56%,0.65%,1.10%,,249
29/07/2020,-1.01%,-0.91%,-0.52%,0.60%,-0.10%,-9.20%,-0.08%,-0.11%,-0.39%,-0.27%,-0.56%,0.34%,0.01%,-0.06%,,249
30/07/2020,-2.81%,-1.93%,-2.09%,-2.16%,-3.51%,0.17%,-1.32%,-3.34%,-2.68%,-2.07%,-2.95%,-2.53%,-2.09%,-2.05%,,249
31/07/2020,-1.09%,-2.03%,1.55%,-1.44%,-0.54%,-3.03%,-0.64%,-0.71%,-0.71%,-0.22%,-1.72%,-1.09%,-0.61%,-1.06%,,249
01/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,213
02/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,-0.04%,0.15%,,213
03/08/2020,1.47%,1.50%,1.63%,1.91%,2.67%,0.85%,1.97%,1.50%,2.26%,1.20%,1.41%,2.74%,1.94%,2.27%,,213
04/08/2020,1.75%,-0.07%,0.12%,0.28%,-0.37%,3.33%,-0.65%,1.20%,0.04%,0.73%,0.67%,-0.80%,-0.56%,-0.35%,,213
05/08/2020,1.31%,0.29%,0.00%,0.89%,0.47%,-4.87%,1.32%,0.64%,0.91%,0.53%,0.26%,0.93%,-0.63%,0.96%,,213
06/08/2020,-1.28%,-0.66%,-0.33%,-0.98%,-0.54%,0.17%,-0.47%,-1.35%,-0.82%,-0.56%,-1.17%,-0.84%,-0.54%,-1.24%,,213
07/08/2020,0.05%,0.95%,0.34%,0.09%,0.66%,0.00%,0.71%,0.21%,0.20%,-0.25%,-0.11%,0.13%,0.48%,0.18%,,213
08/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,-0.02%,0.00%,,213
09/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.04%,0.06%,,213
10/08/2020,1.32%,0.45%,0.46%,0.41%,0.10%,-0.86%,0.16%,0.69%,-0.45%,0.67%,1.48%,0.78%,0.30%,0.87%,,213
11/08/2020,2.15%,2.31%,1.11%,2.38%,2.02%,-4.43%,2.28%,2.79%,1.51%,0.85%,2.93%,2.09%,0.42%,1.51%,,213
12/08/2020,0.67%,0.96%,0.98%,0.90%,0.86%,5.12%,0.83%,1.12%,1.67%,1.07%,0.45%,0.55%,1.34%,1.48%,,213
13/08/2020,-0.83%,-0.57%,-0.27%,-0.61%,-0.50%,-3.86%,-0.46%,-0.88%,-0.89%,-0.06%,-0.63%,-0.39%,-0.13%,-1.51%,,213
14/08/2020,-0.99%,-0.73%,-0.89%,-1.59%,-0.71%,-0.36%,-1.20%,-1.14%,-1.61%,-0.84%,-1.34%,-2.03%,-1.10%,-1.68%,,213
15/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.11%,0.00%,0.00%,,213
16/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,-0.05%,0.09%,,213
17/08/2020,-0.99%,0.12%,1.04%,0.18%,0.15%,-0.18%,-0.53%,-0.39%,0.37%,-0.14%,-0.90%,0.82%,0.69%,0.42%,,213
18/08/2020,-0.53%,-0.97%,-0.31%,-0.68%,-0.30%,1.96%,0.05%,-0.52%,-0.62%,-0.63%,-0.66%,-0.75%,-0.78%,-0.32%,,213
19/08/2020,0.29%,-0.52%,0.35%,0.79%,0.74%,-1.06%,0.45%,1.05%,0.14%,0.01%,0.72%,0.98%,0.94%,0.35%,,213
20/08/2020,-0.86%,-1.13%,-0.75%,-1.33%,-1.14%,2.12%,-1.51%,-1.45%,-1.40%,-1.12%,-1.43%,-1.56%,-0.15%,-1.00%,,213
21/08/2020,-0.23%,-1.05%,0.06%,-0.30%,-0.51%,-0.35%,1.82%,-0.36%,-0.19%,-0.33%,-0.16%,-0.41%,0.02%,-0.57%,,213
22/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%,,213
23/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.67%,-0.09%,0.03%,,213
24/08/2020,2.36%,1.98%,1.40%,2.25%,2.34%,0.00%,0.97%,2.10%,1.73%,1.93%,1.80%,2.04%,0.94%,1.55%,,213
25/08/2020,-0.56%,0.02%,0.39%,0.01%,-0.04%,0.00%,0.13%,-0.41%,-0.21%,-1.07%,-0.01%,-0.05%,-0.67%,-0.84%,,213
26/08/2020,0.63%,0.91%,1.18%,0.80%,0.98%,0.00%,1.70%,0.53%,1.14%,0.20%,0.21%,1.13%,0.78%,0.60%,,213
27/08/2020,-0.90%,-0.89%,-0.33%,-0.65%,-0.71%,0.00%,-0.65%,-1.45%,-0.68%,-0.44%,-0.45%,-0.28%,-0.68%,-0.72%,,213
28/08/2020,1.11%,0.25%,-0.13%,-0.26%,-0.48%,-2.12%,-0.49%,-0.03%,-1.00%,-0.65%,0.59%,-0.51%,-0.89%,-0.21%,,213
29/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,0.00%,0.00%,,213
30/08/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,-0.08%,-0.06%,,213
31/08/2020,-1.62%,-1.37%,-0.56%,-1.12%,-0.68%,0.71%,-1.09%,-1.05%,-1.37%,-0.97%,-2.32%,-1.12%,-0.49%,-0.11%,,213
01/09/2020,0.11%,-0.55%,-0.16%,-0.18%,0.22%,-0.71%,-0.50%,-0.20%,0.55%,0.14%,-0.18%,-0.08%,0.06%,-1.32%,,279
02/09/2020,-0.15%,1.33%,0.69%,1.88%,2.05%,4.72%,-0.42%,1.33%,1.63%,0.51%,0.57%,0.98%,2.32%,1.60%,,279
03/09/2020,-0.04%,-0.94%,-1.40%,-0.44%,-1.41%,-2.94%,-1.27%,-1.56%,-2.10%,-0.12%,0.13%,-1.52%,-1.40%,-2.12%,,279
04/09/2020,0.10%,-0.50%,-0.19%,-0.89%,-1.66%,2.94%,-0.04%,-0.82%,-1.71%,-1.77%,-0.23%,0.13%,-1.02%,-0.74%,,279
05/09/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,279
06/09/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.02%,-0.22%,,279
07/09/2020,1.54%,1.46%,1.16%,1.77%,1.99%,-4.00%,0.33%,1.77%,1.26%,1.41%,1.29%,1.82%,1.24%,1.82%,,279
08/09/2020,-1.52%,-1.69%,-1.02%,-1.60%,-1.01%,1.41%,-0.47%,-1.83%,-1.17%,-1.11%,-1.79%,-1.21%,-0.20%,-1.13%,,279
09/09/2020,1.55%,1.78%,1.71%,1.39%,2.05%,-3.75%,1.12%,2.00%,2.06%,2.16%,0.94%,2.41%,1.84%,1.29%,,279
10/09/2020,-0.31%,-0.19%,-0.39%,-0.38%,-0.21%,-0.73%,-0.18%,0.25%,-0.28%,-0.65%,-0.31%,-1.03%,-0.14%,-1.79%,,279
11/09/2020,-0.57%,-0.14%,-0.21%,0.20%,-0.05%,0.55%,0.42%,0.01%,0.27%,-0.33%,-0.80%,-0.29%,0.42%,0.18%,,279
12/09/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,,279
13/09/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.05%,0.07%,0.13%,,279
14/09/2020,0.24%,0.07%,-0.20%,0.35%,-0.07%,5.67%,0.48%,-0.14%,0.08%,-0.60%,0.11%,-0.04%,0.01%,0.00%,,279
15/09/2020,-0.05%,0.28%,0.64%,0.32%,0.18%,6.82%,2.07%,0.82%,0.63%,-0.04%,1.21%,0.78%,0.77%,1.77%,,279
16/09/2020,0.98%,0.88%,1.40%,0.13%,0.28%,-5.45%,0.90%,0.04%,0.45%,0.22%,1.06%,1.25%,0.43%,0.52%,,279
17/09/2020,-0.71%,-0.08%,0.05%,-0.69%,-0.36%,-1.89%,-0.43%,-1.13%,-1.07%,-0.16%,-0.35%,-0.23%,-0.43%,-0.72%,,279
18/09/2020,-1.65%,-0.42%,0.08%,-1.22%,-0.70%,0.52%,-1.20%,-1.10%,-0.30%,-0.80%,-2.23%,0.67%,-0.08%,-1.11%,,279
19/09/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,279
20/09/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.48%,-0.03%,0.09%,,279
21/09/2020,-3.74%,-4.28%,-3.44%,-3.81%,-4.47%,1.03%,-3.65%,-3.82%,-2.73%,-2.24%,-3.49%,-3.87%,-1.82%,-3.64%,,279
22/09/2020,0.23%,-0.42%,1.09%,-0.40%,0.41%,-4.89%,-0.40%,0.55%,0.89%,-0.87%,-0.66%,0.44%,0.27%,0.31%,,279
23/09/2020,-0.87%,-0.16%,-0.03%,0.61%,0.38%,0.36%,0.97%,0.18%,0.90%,-0.84%,0.08%,0.09%,-0.27%,1.43%,,279
24/09/2020,-0.44%,-1.35%,-1.19%,-0.83%,-0.29%,-0.54%,-0.80%,-0.12%,-0.84%,-0.93%,-0.16%,-2.08%,-1.58%,-1.12%,,279
25/09/2020,-0.93%,-0.28%,-0.79%,-0.69%,-1.10%,-1.63%,1.12%,-1.11%,-0.04%,-1.34%,-0.23%,0.32%,0.14%,0.58%,,279
26/09/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,279
27/09/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.07%,0.17%,,279
28/09/2020,1.95%,3.01%,2.19%,2.37%,3.17%,0.00%,1.71%,2.44%,1.97%,2.30%,2.43%,3.51%,1.01%,1.91%,,279
29/09/2020,-1.33%,-0.79%,-0.41%,-0.23%,-0.35%,0.18%,-0.58%,-0.52%,-0.50%,-1.36%,-1.15%,0.25%,-0.86%,-1.13%,,279
30/09/2020,0.61%,0.02%,-0.25%,-0.59%,-0.51%,-0.36%,0.00%,-0.24%,-0.22%,0.83%,0.04%,-0.07%,-0.41%,0.03%,,279
01/10/2020,-0.88%,0.04%,0.91%,0.43%,-0.24%,0.91%,0.28%,0.25%,0.52%,0.96%,0.21%,0.20%,0.54%,-0.20%,,312
02/10/2020,0.50%,0.35%,-0.06%,0.02%,-0.33%,0.36%,-0.20%,0.01%,0.47%,-0.47%,0.35%,-0.88%,0.26%,0.99%,,312
03/10/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,312
04/10/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.21%,-0.04%,,312
05/10/2020,1.90%,1.40%,1.45%,0.97%,1.09%,-0.72%,0.70%,1.05%,0.86%,1.19%,1.23%,1.16%,0.20%,0.57%,,312
06/10/2020,1.58%,1.43%,-0.19%,0.48%,0.60%,0.36%,1.53%,0.85%,-0.46%,1.13%,1.43%,-0.26%,-0.49%,-0.29%,,312
07/10/2020,-0.06%,-0.47%,-0.17%,-0.28%,0.17%,2.85%,1.39%,0.03%,-0.14%,-0.09%,-0.38%,0.57%,-0.63%,-0.03%,,312
08/10/2020,1.77%,1.32%,0.34%,0.61%,0.88%,0.18%,0.93%,0.75%,0.96%,1.03%,1.19%,0.38%,0.80%,0.70%,,312
09/10/2020,0.09%,0.52%,0.90%,0.71%,0.07%,4.29%,0.07%,0.07%,1.28%,-0.97%,-0.60%,0.25%,0.73%,0.90%,,312
10/10/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.05%,0.00%,0.00%,,312
11/10/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,0.04%,0.03%,,312
12/10/2020,0.19%,-0.06%,1.14%,0.65%,0.67%,-3.77%,0.79%,0.63%,0.90%,1.55%,0.00%,0.84%,0.62%,0.00%,,312
13/10/2020,-1.14%,-1.94%,-0.68%,-0.64%,-0.91%,-0.88%,-0.81%,-0.81%,0.03%,0.90%,-1.10%,-0.92%,-0.35%,-0.89%,,312
14/10/2020,0.75%,-0.13%,0.64%,-0.12%,0.07%,-2.32%,0.19%,0.25%,-0.09%,0.34%,0.60%,0.40%,-0.24%,-0.03%,,312
15/10/2020,-1.52%,-2.26%,-1.47%,-2.13%,-2.52%,-0.36%,-1.69%,-2.81%,-2.03%,-2.48%,-1.45%,-1.77%,-2.02%,-2.25%,,312
16/10/2020,0.84%,0.69%,0.82%,2.01%,1.60%,-1.82%,0.33%,1.69%,1.37%,0.79%,0.48%,1.36%,1.22%,1.49%,,312
17/10/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,312
18/10/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.02%,0.12%,,312
19/10/2020,-0.10%,-0.07%,0.18%,0.14%,-0.42%,-0.74%,-0.18%,-0.08%,-0.52%,-0.33%,0.15%,0.07%,-0.17%,-0.88%,,312
20/10/2020,0.04%,-0.07%,-0.42%,-0.27%,-0.92%,-1.87%,0.06%,0.56%,-0.22%,-1.02%,0.97%,0.52%,-0.47%,-0.41%,,312
21/10/2020,-0.87%,-1.82%,-1.02%,-1.54%,-1.42%,0.19%,-1.64%,-2.05%,-1.18%,-0.76%,-1.69%,-1.40%,-1.67%,-0.76%,,312
22/10/2020,-0.40%,0.03%,-0.41%,-0.05%,-0.12%,-0.57%,0.45%,-0.05%,-0.58%,-0.52%,-0.22%,-0.17%,0.23%,0.08%,,312
23/10/2020,1.25%,1.37%,0.44%,1.19%,0.82%,0.00%,0.77%,1.08%,0.03%,0.52%,1.41%,0.02%,0.23%,0.62%,,312
24/10/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,312
25/10/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.19%,,312
26/10/2020,0.00%,-1.12%,-1.96%,-1.92%,-3.78%,-0.19%,-1.68%,-1.78%,-1.53%,-2.14%,-1.41%,-2.00%,-0.43%,-1.13%,,312
27/10/2020,-3.70%,-1.80%,-1.46%,-1.79%,-0.94%,-1.92%,-1.95%,-1.54%,-0.05%,-1.85%,-2.17%,-0.34%,-0.86%,-0.75%,,312
28/10/2020,-2.92%,-3.39%,-2.97%,-3.43%,-4.26%,-1.37%,-2.74%,-4.14%,-2.14%,-2.25%,-2.70%,-3.34%,-2.68%,-2.62%,,312
29/10/2020,-0.94%,-0.37%,-1.88%,-0.03%,0.32%,0.00%,3.06%,-0.15%,0.06%,-0.66%,-0.97%,-0.57%,-0.55%,0.13%,,312
30/10/2020,1.02%,0.22%,0.50%,0.54%,-0.36%,-2.39%,1.07%,0.40%,-0.10%,2.10%,0.63%,0.95%,0.21%,0.04%,,312
31/10/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,,312
01/11/2020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.47%,0.23%,0.13%,,328
02/11/2020,1.40%,1.12%,1.20%,2.09%,1.99%,4.14%,1.38%,2.52%,1.86%,1.86%,2.05%,1.84%,1.94%,1.36%,,328
03/11/2020,2.87%,2.46%,2.58%,2.41%,2.52%,-3.14%,2.82%,3.14%,1.92%,0.76%,2.49%,1.66%,2.04%,2.79%,,328
04/11/2020,0.09%,1.60%,1.01%,2.41%,1.93%,-0.40%,0.69%,1.94%,1.93%,0.45%,0.45%,1.60%,2.90%,0.72%,,328
05/11/2020,1.36%,0.12%,0.92%,1.23%,1.96%,-0.40%,0.74%,1.91%,1.12%,0.92%,2.08%,1.62%,0.25%,1.00%,,328
06/11/2020,-1.04%,-0.55%,-0.31%,-0.46%,-0.70%,4.32%,0.22%,-0.25%,0.23%,-1.59%,-0.78%,0.13%,0.15%,-0.34%,,328
